Order_ID,Customer_ID,Rider_ID,Dark_Store_ID,Order_Timestamp,Weather,Traffic_Density,Vehicle_Type,Primary_Category,Payment_Method,Total_Items,Delivery_Distance_KM,Order_Value_INR,Is_Local_Rider,Pack_Time_Mins,Transit_Time_Mins,Total_Delivery_Time_Mins,SLA_Breached,Customer_Phone_Raw,Rider_Rating,Order_Date,Order_Hour,Day_Name,Week,Delivery_Speed_KMPH,Revenue_Per_KM,Delivery_Bucket,Distance_Bucket
ORD_113328,CUST_7497,RIDER_515,DS_Saket,2026-06-10 05:21:48,Clear,Moderate,Petrol_Bike,Dairy,Wallet,18,4.23,2237.0,No,5.744820349,10.575,16.32,1,UNKNOWN,4.5,2026-06-10,5,Wednesday,24,24.000000000000004,528.8416075650117,15-20,3-5 km
ORD_107623,CUST_3202,RIDER_427,DS_Dwarka,2026-06-10 00:21:48,Clear,Gridlock,Bicycle,Paan_Corner,Wallet,11,3.1,3219.0,No,3.68297525,15.32285864,19.01,1,-9088703694,3.0,2026-06-10,0,Wednesday,24,12.13872713766679,1038.3870967741934,15-20,3-5 km
ORD_114687,CUST_9177,RIDER_726,DS_Noida_Sec18,2026-06-10 12:21:48,Clear,Low,EV_Scooter,Snacks,Credit_Card,5,4.22,2626.0,No,2.477838055,10.55,13.03,1,-9615683815,1.0,2026-06-10,12,Wednesday,24,23.999999999999996,622.2748815165877,10-15,3-5 km
ORD_114053,CUST_8583,RIDER_600,DS_Noida_Sec18,2026-06-10 06:21:48,Clear,Gridlock,EV_Scooter,Personal_Care,Wallet,1,4.42,2656.0,No,3.033858801,18.62285864,21.66,1,-9808856926,3.0,2026-06-10,6,Wednesday,24,14.240563445526963,600.9049773755656,20-30,3-5 km
ORD_101290,CUST_4983,RIDER_820,DS_ConnaughtPlace,2026-06-10 18:21:48,Clear,Low,EV_Scooter,Paan_Corner,Credit_Card,6,2.84,2797.0,No,2.470118447,7.1,9.57,0,-9384263766,3.0,2026-06-10,18,Wednesday,24,24.0,984.8591549295775,0-10,2-3 km
ORD_117665,CUST_3485,RIDER_277,DS_Gurugram_Sec29,2026-06-10 04:21:48,Clear,Moderate,EV_Scooter,Grocery,Credit_Card,19,4.45,2141.0,No,4.548990387,11.125,15.67,1,-9920821236,3.0,2026-06-10,4,Wednesday,24,24.0,481.12359550561797,15-20,3-5 km
ORD_101298,CUST_5475,RIDER_684,DS_Gurugram_Sec29,2026-06-10 23:21:48,Clear,Gridlock,Petrol_Bike,Beverages,Cash_On_Delivery,4,5.51,1636.0,Yes,3.105135086,18.0108221,21.12,1,-9096526794,4.5,2026-06-10,23,Wednesday,24,18.355630751580183,296.9147005444646,20-30,5+ km
ORD_121104,CUST_1941,RIDER_251,DS_ConnaughtPlace,2026-06-10 18:21:48,Extreme_Heat,Low,Petrol_Bike,Beverages,Wallet,16,4.39,2449.0,No,4.992075118,10.975,15.97,1,-9835363431,3.0,2026-06-10,18,Wednesday,24,23.999999999999996,557.8587699316629,15-20,3-5 km
ORD_123837,CUST_1789,RIDER_238,DS_Gurugram_Sec29,2026-06-10 02:21:48,Rain,Moderate,Petrol_Bike,Personal_Care,Wallet,5,1.92,2525.0,No,3.734952268,7.010397933,10.75,0,-9025142616,3.0,2026-06-10,2,Wednesday,24,16.432733362783843,1315.1041666666667,10-15,1-2 km
ORD_120768,CUST_3153,RIDER_518,DS_ConnaughtPlace,2026-06-10 22:21:48,Extreme_Heat,Moderate,Petrol_Bike,Personal_Care,Wallet,19,5.38,2384.0,No,5.51865811,13.45,18.97,1,-9576775707,4.5,2026-06-10,22,Wednesday,24,24.0,443.12267657992567,15-20,5+ km
ORD_108081,CUST_7204,RIDER_793,DS_Dwarka,2026-06-10 23:21:48,Fog,Moderate,EV_Scooter,Personal_Care,Cash_On_Delivery,4,3.13,2958.0,Yes,3.621652747,6.60181826,10.22,0,-9945029382,1.0,2026-06-10,23,Wednesday,24,28.446708558741815,945.0479233226837,10-15,3-5 km
ORD_105375,CUST_3588,RIDER_306,DS_ConnaughtPlace,2026-06-10 07:21:48,Clear,Low,Petrol_Bike,Personal_Care,Wallet,16,4.79,2912.0,Yes,4.969290172,10.10310207,15.07,1,-9373313880,4.5,2026-06-10,7,Wednesday,24,28.446708546417764,607.9331941544885,15-20,3-5 km
ORD_122562,CUST_9351,RIDER_392,DS_Noida_Sec18,2026-06-10 07:21:48,Clear,Moderate,EV_Scooter,Personal_Care,Cash_On_Delivery,13,2.52,716.0,Yes,4.933503346,5.315201922,10.25,0,-9548126491,3.0,2026-06-10,7,Wednesday,24,28.44670855761329,284.1269841269841,10-15,2-3 km
ORD_120379,CUST_4153,RIDER_434,DS_Noida_Sec18,2026-06-10 13:21:48,Rain,Moderate,EV_Scooter,Personal_Care,UPI,10,3.71,669.0,Yes,3.365134986,9.690033202,13.06,1,-9874531326,4.5,2026-06-10,13,Wednesday,24,22.972057511016153,180.3234501347709,10-15,3-5 km
ORD_102499,CUST_5947,RIDER_671,DS_Noida_Sec18,2026-06-10 06:21:48,Fog,Low,Bicycle,Grocery,Credit_Card,11,1.81,517.0,Yes,3.546547135,3.817664873,7.36,0,-9321025437,3.0,2026-06-10,6,Wednesday,24,28.446708554242445,285.6353591160221,0-10,1-2 km
ORD_117778,CUST_5166,RIDER_345,DS_Saket,2026-06-10 08:21:48,Clear,Gridlock,EV_Scooter,Paan_Corner,Wallet,5,1.59,2231.0,No,3.80802229,11.54785864,15.36,1,-9930974989,3.0,2026-06-10,8,Wednesday,24,8.261271892396493,1403.1446540880502,15-20,1-2 km
ORD_113301,CUST_6502,RIDER_243,DS_Gurugram_Sec29,2026-06-10 22:21:48,Rain,Moderate,Petrol_Bike,Beverages,Wallet,15,0.8,772.0,No,4.773331816,4.210397933,8.98,0,UNKNOWN,1.0,2026-06-10,22,Wednesday,24,11.400347607001356,965.0,0-10,0-1 km
ORD_129166,CUST_9131,RIDER_126,DS_Dwarka,2026-06-10 12:21:48,Rain,Moderate,EV_Scooter,Personal_Care,Wallet,14,5.61,1563.0,No,4.45909598,16.23539793,20.69,1,-9474828683,4.5,2026-06-10,12,Wednesday,24,20.732476127242048,278.60962566844916,20-30,5+ km
ORD_127444,CUST_1267,RIDER_770,DS_Gurugram_Sec29,2026-06-10 08:21:48,Rain,Gridlock,EV_Scooter,Grocery,Cash_On_Delivery,8,2.39,1306.0,No,3.566791212,15.75825657,19.33,1,-9683194094,3.0,2026-06-10,8,Wednesday,24,9.099991446579171,546.4435146443515,15-20,2-3 km
ORD_106625,CUST_5282,RIDER_122,DS_Saket,2026-06-10 18:21:48,Clear,High,Petrol_Bike,Snacks,Credit_Card,12,5.07,2861.0,No,4.770043078,12.675,17.45,1,-9886592728,3.0,2026-06-10,18,Wednesday,24,24.0,564.2998027613412,15-20,5+ km
ORD_129478,CUST_9635,RIDER_277,DS_Saket,2026-06-10 13:21:48,Clear,Moderate,Bicycle,Dairy,Cash_On_Delivery,18,1.48,1632.0,Yes,4.691122907,3.121626526,7.81,0,-9165541085,4.5,2026-06-10,13,Wednesday,24,28.44670855414175,1102.7027027027027,0-10,1-2 km
ORD_107900,CUST_2375,RIDER_729,DS_ConnaughtPlace,2026-06-10 14:21:48,Extreme_Heat,Moderate,Petrol_Bike,Snacks,Wallet,17,2.45,3259.0,Yes,4.885585666,5.167557424,10.05,0,-9079328584,3.0,2026-06-10,14,Wednesday,24,28.44670855853077,1330.204081632653,10-15,2-3 km
ORD_117355,CUST_3638,RIDER_710,DS_ConnaughtPlace,2026-06-10 19:21:48,Clear,Low,EV_Scooter,Beverages,Cash_On_Delivery,13,2.63,2763.0,No,4.684577808,6.575,11.26,0,-9312761015,3.0,2026-06-10,19,Wednesday,24,23.999999999999996,1050.5703422053232,10-15,2-3 km
ORD_108123,CUST_5200,RIDER_792,DS_ConnaughtPlace,2026-06-10 07:21:48,Clear,High,Petrol_Bike,Paan_Corner,Credit_Card,7,1.47,2214.0,No,2.821834212,3.675,6.5,0,-9036584519,1.0,2026-06-10,7,Wednesday,24,24.0,1506.1224489795918,0-10,1-2 km
ORD_123036,CUST_3944,RIDER_751,DS_Dwarka,2026-06-10 06:21:48,Clear,Moderate,EV_Scooter,Snacks,UPI,8,1.61,3111.0,Yes,3.784526873,3.39582345,7.18,0,-9362132392,1.0,2026-06-10,6,Wednesday,24,28.44670855900945,1932.2981366459626,0-10,1-2 km
ORD_123474,CUST_1133,RIDER_712,DS_ConnaughtPlace,2026-06-10 12:21:48,Clear,Moderate,EV_Scooter,Dairy,UPI,19,5.59,1752.0,No,5.346851628,13.975,19.32,1,-9969432788,4.5,2026-06-10,12,Wednesday,24,24.0,313.41681574239715,15-20,5+ km
ORD_114168,CUST_7327,RIDER_873,DS_Dwarka,2026-06-10 07:21:48,Clear,Low,EV_Scooter,Personal_Care,Cash_On_Delivery,8,5.8,1614.0,No,3.895585453,14.5,18.4,1,-9248154110,3.0,2026-06-10,7,Wednesday,24,24.0,278.2758620689655,15-20,5+ km
ORD_101035,CUST_5613,RIDER_571,DS_Saket,2026-06-10 00:21:48,Fog,Moderate,Bicycle,Beverages,Cash_On_Delivery,1,2.11,397.0,Yes,2.94372716,4.450427006,7.39,0,-9004029817,1.0,2026-06-10,0,Wednesday,24,28.446708558374226,188.15165876777252,0-10,2-3 km
ORD_101793,CUST_3619,RIDER_187,DS_Dwarka,2026-06-10 02:21:48,Clear,Low,EV_Scooter,Grocery,Cash_On_Delivery,12,4.02,1037.0,No,4.581292535,10.05,14.63,1,-9641705660,3.0,2026-06-10,2,Wednesday,24,23.999999999999996,257.96019900497515,10-15,3-5 km
ORD_101337,CUST_2846,RIDER_630,DS_Saket,2026-06-10 04:21:48,Fog,Moderate,EV_Scooter,Beverages,Wallet,15,4.03,252.0,Yes,4.85227358,8.500104661,13.35,1,UNKNOWN,1.0,2026-06-10,4,Wednesday,24,28.44670855753361,62.531017369727046,10-15,3-5 km
ORD_106248,CUST_8590,RIDER_613,DS_Noida_Sec18,2026-06-10 21:21:48,Clear,Low,EV_Scooter,Personal_Care,Cash_On_Delivery,14,2.4,3097.0,No,5.55793522,6.0,11.56,0,-9799383333,1.0,2026-06-10,21,Wednesday,24,23.999999999999996,1290.4166666666667,10-15,2-3 km
ORD_115599,CUST_4717,RIDER_898,DS_Saket,2026-06-10 13:21:48,Clear,Low,Petrol_Bike,Beverages,UPI,17,1.39,1211.0,Yes,5.117948367,2.931797886,8.05,0,-9007254727,4.5,2026-06-10,13,Wednesday,24,28.446708553223914,871.2230215827338,0-10,1-2 km
ORD_102640,CUST_9343,RIDER_803,DS_Dwarka,2026-06-10 17:21:48,Clear,Moderate,Petrol_Bike,Dairy,UPI,9,3.51,2693.0,Yes,3.563984959,7.403316963,10.97,0,-9476435883,3.0,2026-06-10,17,Wednesday,24,28.44670855678991,767.2364672364673,10-15,3-5 km
ORD_100121,CUST_6452,RIDER_553,DS_Gurugram_Sec29,2026-06-10 16:21:48,Clear,High,EV_Scooter,Beverages,Credit_Card,9,6.0,1312.0,Yes,3.326116421,12.65524267,15.98,1,UNKNOWN,3.0,2026-06-10,16,Wednesday,24,28.44670856082446,218.66666666666666,15-20,5+ km
ORD_125361,CUST_9003,RIDER_589,DS_Gurugram_Sec29,2026-06-10 06:21:48,Clear,Low,Petrol_Bike,Paan_Corner,Credit_Card,7,5.69,3250.0,No,3.959821524,14.225,18.18,1,-9644426072,3.0,2026-06-10,6,Wednesday,24,24.0,571.1775043936731,15-20,5+ km
ORD_106925,CUST_2409,RIDER_280,DS_Saket,2026-06-10 23:21:48,Fog,Moderate,Petrol_Bike,Paan_Corner,Wallet,17,3.94,3413.0,Yes,5.24478435,8.310276021,13.56,1,UNKNOWN,3.0,2026-06-10,23,Wednesday,24,28.44670855728728,866.2436548223351,10-15,3-5 km
ORD_129878,CUST_4095,RIDER_379,DS_Dwarka,2026-06-10 02:21:48,Clear,Low,EV_Scooter,Grocery,UPI,7,2.25,2423.0,Yes,4.297699139,4.745716002,9.04,0,UNKNOWN,1.0,2026-06-10,2,Wednesday,24,28.44670855632882,1076.888888888889,0-10,2-3 km
ORD_125215,CUST_8221,RIDER_453,DS_Dwarka,2026-06-10 01:21:48,Fog,Moderate,Petrol_Bike,Beverages,Cash_On_Delivery,19,4.4,2358.0,No,6.084753765,11.0,17.08,1,UNKNOWN,1.0,2026-06-10,1,Wednesday,24,24.000000000000004,535.9090909090909,15-20,3-5 km
ORD_103724,CUST_2907,RIDER_701,DS_ConnaughtPlace,2026-06-10 11:21:48,Clear,Low,EV_Scooter,Snacks,Wallet,6,5.95,3023.0,No,2.806000157,14.875,17.68,1,-9128628491,3.0,2026-06-10,11,Wednesday,24,24.0,508.0672268907563,15-20,5+ km
ORD_113042,CUST_3172,RIDER_906,DS_Dwarka,2026-06-10 07:21:48,Extreme_Heat,High,EV_Scooter,Dairy,UPI,2,1.35,1814.0,Yes,2.552566786,2.847429601,5.4,0,-9879147160,4.5,2026-06-10,7,Wednesday,24,28.446708558326886,1343.7037037037037,0-10,1-2 km
ORD_116031,CUST_6861,RIDER_131,DS_Saket,2026-06-10 06:21:48,Clear,High,Petrol_Bike,Personal_Care,Credit_Card,1,1.03,656.0,No,2.640103857,2.575,5.22,0,-9087003681,3.0,2026-06-10,6,Wednesday,24,23.999999999999996,636.8932038834952,0-10,1-2 km
ORD_124241,CUST_5167,RIDER_744,DS_Gurugram_Sec29,2026-06-10 12:21:48,Extreme_Heat,High,Petrol_Bike,Grocery,Credit_Card,4,4.33,2231.0,No,3.530895925,10.825,14.36,1,-9684342698,4.5,2026-06-10,12,Wednesday,24,24.000000000000004,515.242494226328,10-15,3-5 km
ORD_121008,CUST_2003,RIDER_490,DS_Noida_Sec18,2026-06-10 02:21:48,Fog,Low,Petrol_Bike,Beverages,Wallet,10,0.65,2659.0,Yes,3.307633276,1.370984623,4.68,0,-9608374517,1.0,2026-06-10,2,Wednesday,24,28.446708552179,4090.7692307692305,0-10,0-1 km
ORD_110319,CUST_9494,RIDER_865,DS_Dwarka,2026-06-10 20:21:48,Clear,Moderate,Petrol_Bike,Beverages,Cash_On_Delivery,11,1.39,1627.0,Yes,3.545116548,2.931797886,6.48,0,-9031309117,3.0,2026-06-10,20,Wednesday,24,28.446708553223914,1170.5035971223022,0-10,1-2 km
ORD_102803,CUST_7457,RIDER_369,DS_Saket,2026-06-10 06:21:48,Extreme_Heat,Low,EV_Scooter,Beverages,Wallet,9,3.7,283.0,Yes,4.403429117,7.804066314,12.21,1,-9125478949,3.0,2026-06-10,6,Wednesday,24,28.44670855778687,76.48648648648648,10-15,3-5 km
ORD_101727,CUST_3772,RIDER_247,DS_ConnaughtPlace,2026-06-10 08:21:48,Clear,Moderate,Petrol_Bike,Dairy,Credit_Card,11,4.14,1748.0,Yes,3.796979105,8.732117443,12.53,1,-9138939567,4.5,2026-06-10,8,Wednesday,24,28.446708558544064,422.22222222222223,10-15,3-5 km
ORD_107627,CUST_7062,RIDER_229,DS_ConnaughtPlace,2026-06-10 11:21:48,Clear,High,EV_Scooter,Dairy,UPI,8,4.98,1519.0,No,3.675031069,12.45,16.13,1,-9154372377,3.0,2026-06-10,11,Wednesday,24,24.000000000000004,305.0200803212851,15-20,3-5 km
ORD_112983,CUST_9582,RIDER_410,DS_Dwarka,2026-06-10 15:21:48,Clear,Gridlock,Petrol_Bike,Dairy,Cash_On_Delivery,1,4.9,3360.0,Yes,3.623385633,16.72420577,20.35,1,UNKNOWN,4.5,2026-06-10,15,Wednesday,24,17.579310135455238,685.7142857142857,20-30,3-5 km
ORD_104585,CUST_1300,RIDER_459,DS_Gurugram_Sec29,2026-06-10 05:21:48,Clear,Low,Petrol_Bike,Snacks,UPI,10,1.37,957.0,No,4.696030075,3.425,8.12,0,UNKNOWN,3.0,2026-06-10,5,Wednesday,24,24.000000000000004,698.5401459854014,0-10,1-2 km
ORD_105209,CUST_2162,RIDER_753,DS_Dwarka,2026-06-10 03:21:48,Clear,Low,EV_Scooter,Beverages,Cash_On_Delivery,17,2.92,1006.0,Yes,5.82991153,6.158884767,11.99,0,-9169207471,3.0,2026-06-10,3,Wednesday,24,28.44670855651357,344.52054794520546,10-15,2-3 km
ORD_105595,CUST_5683,RIDER_122,DS_Gurugram_Sec29,2026-06-10 18:21:48,Extreme_Heat,Gridlock,Petrol_Bike,Grocery,Wallet,6,5.0,2127.0,No,2.489981386,20.07285864,22.56,1,-9526133268,3.0,2026-06-10,18,Wednesday,24,14.945554361757814,425.4,20-30,5+ km
ORD_104484,CUST_9146,RIDER_939,DS_Gurugram_Sec29,2026-06-10 00:21:48,Clear,Moderate,EV_Scooter,Snacks,UPI,17,3.8,3125.0,No,5.446659637,9.5,14.95,1,UNKNOWN,3.0,2026-06-10,0,Wednesday,24,24.0,822.3684210526316,10-15,3-5 km
ORD_117986,CUST_9034,RIDER_437,DS_Gurugram_Sec29,2026-06-10 12:21:48,Clear,Gridlock,EV_Scooter,Paan_Corner,Credit_Card,12,4.36,640.0,No,4.531732306,18.47285864,23.0,1,-9910829726,1.0,2026-06-10,12,Wednesday,24,14.161316615802352,146.78899082568807,20-30,3-5 km
ORD_105790,CUST_5197,RIDER_534,DS_Dwarka,2026-06-10 17:21:48,Clear,Low,EV_Scooter,Dairy,UPI,8,1.99,1941.0,No,4.418190093,4.975,9.39,0,-9963644879,4.5,2026-06-10,17,Wednesday,24,24.0,975.3768844221106,0-10,1-2 km
ORD_100802,CUST_3752,RIDER_218,DS_Gurugram_Sec29,2026-06-10 22:21:48,Extreme_Heat,Low,EV_Scooter,Grocery,UPI,11,1.44,1272.0,No,3.468215379,3.6,7.07,0,-9516258895,4.5,2026-06-10,22,Wednesday,24,23.999999999999996,883.3333333333334,0-10,1-2 km
ORD_114498,CUST_9738,RIDER_192,DS_Dwarka,2026-06-10 11:21:48,Rain,Moderate,EV_Scooter,Dairy,Credit_Card,14,3.1,1299.0,Yes,5.322708099,8.403416864,13.73,1,-9597156404,3.0,2026-06-10,11,Wednesday,24,22.133853765700795,419.0322580645161,10-15,3-5 km
ORD_122111,CUST_6010,RIDER_544,DS_Saket,2026-06-10 05:21:48,Clear,Moderate,EV_Scooter,Personal_Care,Credit_Card,9,4.54,1795.0,No,4.607144614,11.35,15.96,1,-9555930984,4.5,2026-06-10,5,Wednesday,24,24.000000000000004,395.37444933920705,15-20,3-5 km
ORD_106891,CUST_4284,RIDER_867,DS_Noida_Sec18,2026-06-10 15:21:48,Rain,Low,EV_Scooter,Personal_Care,UPI,10,4.84,2132.0,No,3.489349389,14.31039793,17.8,1,-9858252791,1.0,2026-06-10,15,Wednesday,24,20.292936745749877,440.4958677685951,15-20,3-5 km
ORD_111341,CUST_9987,RIDER_273,DS_Dwarka,2026-06-10 16:21:48,Clear,Moderate,EV_Scooter,Grocery,Wallet,2,3.32,2135.0,Yes,3.620567954,7.002567612,10.62,0,-9312136115,3.0,2026-06-10,16,Wednesday,24,28.446708555678846,643.0722891566265,10-15,3-5 km
ORD_112665,CUST_8508,RIDER_422,DS_Gurugram_Sec29,2026-06-10 06:21:48,Clear,High,EV_Scooter,Grocery,Cash_On_Delivery,7,5.47,1616.0,No,3.073381497,13.675,16.75,1,-9512441030,1.0,2026-06-10,6,Wednesday,24,23.999999999999996,295.4296160877514,15-20,5+ km
ORD_103273,CUST_2754,RIDER_928,DS_Gurugram_Sec29,2026-06-10 04:21:48,Extreme_Heat,Moderate,EV_Scooter,Dairy,Credit_Card,1,2.78,3365.0,No,3.586095974,6.95,10.54,0,-9046324643,3.0,2026-06-10,4,Wednesday,24,24.0,1210.431654676259,10-15,2-3 km
ORD_111418,CUST_1225,RIDER_985,DS_Noida_Sec18,2026-06-10 04:21:48,Clear,Moderate,EV_Scooter,Grocery,Cash_On_Delivery,9,1.96,3368.0,No,4.316609227,4.9,9.22,0,-9720110642,3.0,2026-06-10,4,Wednesday,24,23.999999999999996,1718.3673469387757,0-10,1-2 km
ORD_112941,CUST_3730,RIDER_672,DS_Saket,2026-06-10 16:21:48,Clear,Gridlock,Petrol_Bike,Personal_Care,Cash_On_Delivery,15,4.61,1524.0,Yes,5.703922482,16.1125357,21.82,1,UNKNOWN,3.0,2026-06-10,16,Wednesday,24,17.166757929976225,330.58568329718,20-30,3-5 km
ORD_117162,CUST_3082,RIDER_688,DS_Noida_Sec18,2026-06-10 20:21:48,Clear,Moderate,EV_Scooter,Paan_Corner,UPI,7,0.88,3137.0,No,4.430727745,2.2,6.63,0,-9487319049,4.5,2026-06-10,20,Wednesday,24,24.0,3564.7727272727275,0-10,0-1 km
ORD_104685,CUST_1658,RIDER_925,DS_Gurugram_Sec29,2026-06-10 20:21:48,Rain,Moderate,EV_Scooter,Paan_Corner,Credit_Card,18,2.41,558.0,No,4.908256804,8.235397933,13.14,1,-9910876794,3.0,2026-06-10,20,Wednesday,24,17.5583500853765,231.53526970954354,10-15,2-3 km
ORD_121100,CUST_5275,RIDER_221,DS_Dwarka,2026-06-10 23:21:48,Fog,Gridlock,EV_Scooter,Grocery,Wallet,5,0.52,2126.0,No,4.212110015,8.872858637,13.08,1,UNKNOWN,4.5,2026-06-10,23,Wednesday,24,3.5163413817836986,4088.461538461538,10-15,0-1 km
ORD_109624,CUST_7737,RIDER_618,DS_Dwarka,2026-06-10 11:21:48,Clear,Moderate,Petrol_Bike,Snacks,UPI,13,4.64,2736.0,Yes,4.227576497,9.786720999,14.01,1,UNKNOWN,3.0,2026-06-10,11,Wednesday,24,28.44670855830535,589.6551724137931,10-15,3-5 km
ORD_129327,CUST_5054,RIDER_307,DS_ConnaughtPlace,2026-06-10 09:21:48,Clear,Moderate,EV_Scooter,Grocery,Wallet,16,4.0,845.0,Yes,5.793115465,8.436828448,14.23,1,-9476491285,4.5,2026-06-10,9,Wednesday,24,28.446708556328822,211.25,10-15,3-5 km
ORD_120922,CUST_8822,RIDER_835,DS_Gurugram_Sec29,2026-06-10 17:21:48,Extreme_Heat,Moderate,EV_Scooter,Snacks,Wallet,8,4.57,1200.0,Yes,3.426390133,9.639076502,13.07,1,-9164033960,4.5,2026-06-10,17,Wednesday,24,28.44670855585663,262.58205689277895,10-15,3-5 km
ORD_125005,CUST_4249,RIDER_345,DS_Saket,2026-06-10 21:21:48,Fog,Low,Petrol_Bike,Grocery,UPI,4,1.68,1928.0,No,3.476298003,4.2,7.68,0,-9752742150,3.0,2026-06-10,21,Wednesday,24,23.999999999999996,1147.6190476190477,0-10,1-2 km
ORD_105599,CUST_4015,RIDER_554,DS_Noida_Sec18,2026-06-10 06:21:48,Fog,Moderate,Petrol_Bike,Beverages,Cash_On_Delivery,15,3.04,1575.0,No,4.622245225,7.6,12.22,1,-9490082777,1.0,2026-06-10,6,Wednesday,24,24.000000000000004,518.0921052631579,10-15,3-5 km
ORD_100911,CUST_4989,RIDER_160,DS_Dwarka,2026-06-10 15:21:48,Rain,Low,Petrol_Bike,Personal_Care,Cash_On_Delivery,15,3.13,2931.0,No,4.620821514,10.03539793,14.66,1,-9460467294,3.0,2026-06-10,15,Wednesday,24,18.71375717335406,936.4217252396166,10-15,3-5 km
ORD_114756,CUST_6364,RIDER_274,DS_Saket,2026-06-10 01:21:48,Fog,Low,Petrol_Bike,Dairy,UPI,10,2.95,978.0,No,3.013296009,7.375,10.39,0,-9087929235,3.0,2026-06-10,1,Wednesday,24,24.000000000000004,331.52542372881356,10-15,2-3 km
ORD_120180,CUST_5214,RIDER_906,DS_ConnaughtPlace,2026-06-10 08:21:48,Clear,Low,Petrol_Bike,Beverages,Credit_Card,2,2.28,3422.0,No,1.861513288,5.7,7.56,0,UNKNOWN,3.0,2026-06-10,8,Wednesday,24,23.999999999999996,1500.8771929824563,0-10,2-3 km
ORD_125348,CUST_5504,RIDER_219,DS_Noida_Sec18,2026-06-10 16:21:48,Extreme_Heat,Low,EV_Scooter,Paan_Corner,Credit_Card,16,1.99,2312.0,No,5.30087183,4.975,10.28,0,UNKNOWN,3.0,2026-06-10,16,Wednesday,24,24.0,1161.8090452261306,10-15,1-2 km
